order_id,store_name,created_At,packaged_time,total
QC_IN_407-0264194-0174764,TBC8,2026-05-21T09:15:14.000Z,1779335207014,2
QC_IN_171-0067883-0225171,TBC8,2026-05-21T09:14:41.000Z,1779335260750,8
QC_IN_404-4758226-0487532,TBC8,2026-05-21T09:17:36.000Z,1779335318552,1
QC_IN_408-4277903-6373113,TBC8,2026-05-21T09:02:59.000Z,1779334480852,3
QC_IN_408-2932350-2576325,TBC8,2026-05-21T09:10:50.000Z,1779335194278,14
QC_IN_404-7061799-5954756,TBC8,2026-05-21T09:11:05.000Z,1779334990365,6
QC_IN_407-1295501-4857951,TBC8,2026-05-21T09:11:45.000Z,1779335003910,6
QC_IN_406-6669090-8057106,TBC8,2026-05-21T09:03:58.000Z,1779334509254,3
QC_IN_171-5620235-7575560,TBC8,2026-05-21T09:06:38.000Z,1779334664813,3
QC_IN_408-2415309-6828301,TBC8,2026-05-21T09:12:24.000Z,1779335041766,3
QC_IN_408-6352529-6804351,TBC8,2026-05-21T09:09:32.000Z,1779334873614,6
QC_IN_405-1421784-1675523,TBC8,2026-05-21T09:02:36.000Z,1779334414510,2
QC_IN_402-7483909-3062755,TBC8,2026-05-21T09:04:11.000Z,1779334553180,7
QC_IN_404-5113824-2421961,TBC8,2026-05-21T09:04:09.000Z,1779334506586,5
QC_IN_403-3273095-4498727,TBC8,2026-05-21T08:58:11.000Z,1779334606208,12
QC_IN_405-5682955-8988343,TBC8,2026-05-21T09:06:40.000Z,1779334684769,5
QC_IN_408-1625002-5921948,TBC8,2026-05-21T08:56:32.000Z,1779334209514,14
QC_IN_404-0739228-9115534,TBC8,2026-05-21T09:01:54.000Z,1779334348435,1
QC_IN_171-5317965-4262709,TBC8,2026-05-21T08:48:34.000Z,1779333655175,7
QC_IN_408-2148696-3408353,TBC8,2026-05-21T08:53:47.000Z,1779333872705,2
QC_IN_403-4091333-4241125,TBC8,2026-05-21T08:56:07.000Z,1779334022469,2
QC_IN_171-2584845-8705953,TBC8,2026-05-21T08:55:19.000Z,1779334121704,4
QC_IN_407-8618615-2021957,TBC8,2026-05-21T08:52:05.000Z,1779333867674,9
QC_IN_406-1655885-2562719,TBC8,2026-05-21T08:53:27.000Z,1779333910523,7
QC_IN_406-8370692-9801943,TBC8,2026-05-21T08:55:05.000Z,1779333936553,1
QC_IN_407-4759048-4034733,TBC8,2026-05-21T08:56:20.000Z,1779334089911,7
QC_IN_402-4501274-5306746,TBC8,2026-05-21T08:51:19.000Z,1779333722125,2
QC_IN_406-9112831-4297154,TBC8,2026-05-21T08:47:59.000Z,1779333518690,4
QC_IN_408-8480915-6969155,TBC8,2026-05-21T08:52:19.000Z,1779333822051,9
QC_IN_404-1558954-2038702,TBC8,2026-05-21T08:45:14.000Z,1779333590183,20
QC_IN_408-2297323-2261940,TBC8,2026-05-21T08:51:57.000Z,1779333807893,5
QC_IN_408-8862301-0669912,TBC8,2026-05-21T08:40:29.000Z,1779333096995,4
QC_IN_405-7556106-8802763,TBC8,2026-05-21T08:46:06.000Z,1779333434567,5
QC_IN_171-9283639-2435547,TBC8,2026-05-21T08:44:33.000Z,1779333379136,6
QC_IN_402-0512237-1273957,TBC8,2026-05-21T08:33:02.000Z,1779332668525,6
QC_IN_171-2596872-5580359,TBC8,2026-05-21T08:46:51.000Z,1779333511145,4
QC_IN_406-1378206-1136307,TBC8,2026-05-21T08:49:11.000Z,1779333599788,3
QC_IN_402-2473812-6219538,TBC8,2026-05-21T08:45:20.000Z,1779333399439,4
QC_IN_407-3956209-1368368,TBC8,2026-05-21T08:38:06.000Z,1779333048803,14
QC_IN_402-3060389-1636321,TBC8,2026-05-21T08:40:19.000Z,1779333134612,4
QC_IN_407-1357194-5443564,TBC8,2026-05-21T08:40:50.000Z,1779333206339,10
QC_IN_407-2471109-3895529,TBC8,2026-05-21T08:36:05.000Z,1779333184723,34
QC_IN_408-0788993-6058734,TBC8,2026-05-21T08:43:09.000Z,1779333215506,1
QC_IN_406-5243192-8158705,TBC8,2026-05-21T08:40:16.000Z,1779333076420,2
QC_IN_402-6214918-4459529,TBC8,2026-05-21T08:39:59.000Z,1779333057398,1
QC_IN_171-8615147-3522714,TBC8,2026-05-21T08:36:14.000Z,1779332858880,5
QC_IN_403-7391453-3942758,TBC8,2026-05-21T08:32:30.000Z,1779332872135,22
QC_IN_405-9523163-9319569,TBC8,2026-05-21T08:34:48.000Z,1779332741231,2
QC_IN_407-8251750-5197912,TBC8,2026-05-21T08:37:32.000Z,1779332940936,5
QC_IN_405-0289498-9347567,TBC8,2026-05-21T08:32:00.000Z,1779332741951,12
QC_IN_171-9147529-8723565,TBC8,2026-05-21T08:25:37.000Z,1779332225378,5
QC_IN_171-0047571-8587551,TBC8,2026-05-21T08:34:39.000Z,1779332813718,11
QC_IN_406-8668829-3565951,TBC8,2026-05-21T08:28:13.000Z,1779332383408,4
